matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,router_arm,router_switches,router_tax_ms
s3rmt3m3,5357,207123,8,0.25,18,False,400,256,0.480404,0.088104,0.10104,0.092704,5.182,0.95,2,0.088104,hst,4.755,5.453,0.872,5.453,1.0,4.602754019127631e-16,drift,hst,1,0.637
s3rmt3m3,5357,207123,8,0.25,19,False,400,256,0.480776,0.089378,0.102548,0.092987,5.17,0.961,2,0.089378,hst,4.688,5.379,0.872,5.379,1.0,3.6103403035014226e-16,drift,hst,1,0.681
s3rmt3m3,5357,207123,8,0.25,20,False,400,256,0.468488,0.088983,0.100708,0.091948,5.095,0.968,2,0.088983,hst,4.652,5.265,0.884,5.265,1.0,3.8491695538458903e-16,drift,hst,1,0.684
s3rmt3m3,5357,207123,8,0.25,21,False,400,256,0.482459,0.086168,0.100376,0.091689,5.262,0.94,2,0.086168,hst,4.807,5.599,0.858,5.599,1.0,4.3170597187208097e-16,drift,hst,1,0.647
olafu,16146,1015156,8,0.0,17,False,400,256,0.037788,0.075837,0.043415,0.041062,0.92,0.92,,0.037788,delta_baseline,0.87,1.0,0.87,1.0,2.007,5.582074938205133e-16,drift,delta_baseline,0,0.0
olafu,16146,1015156,8,0.0,18,False,400,256,0.033586,0.064046,0.040106,0.038194,0.879,0.879,,0.033586,delta_baseline,0.837,1.0,0.837,1.0,1.907,6.4036469396236e-16,drift,delta_baseline,0,0.0
olafu,16146,1015156,8,0.0,19,False,400,256,0.035722,0.077694,0.02487,0.023077,1.548,1.548,0,0.035722,delta_baseline,1.436,1.0,1.436,1.0,2.175,4.864534386882603e-16,drift,delta_baseline,0,0.0
olafu,16146,1015156,8,0.0,20,False,400,256,0.025846,0.043007,0.026931,0.025052,1.032,1.032,0,0.025846,delta_baseline,0.96,1.0,0.96,1.0,1.664,8.4320949564375e-16,drift,delta_baseline,0,0.0
olafu,16146,1015156,8,0.0,21,False,400,256,0.029332,0.040724,0.030726,0.028483,1.03,1.03,0,0.029332,delta_baseline,0.955,1.0,0.955,1.0,1.388,5.998259265642777e-16,drift,delta_baseline,0,0.0
olafu,16146,1015156,8,0.002,17,False,400,256,0.672881,0.084178,0.099778,0.085057,7.911,0.99,2,0.084178,hst,6.744,7.994,0.844,7.994,1.0,5.582074938205133e-16,drift,hst,1,1.043
olafu,16146,1015156,8,0.002,18,False,400,256,0.584396,0.075592,0.088951,0.077731,7.518,0.972,2,0.075592,hst,6.57,7.731,0.85,7.731,1.0,6.4036469396236e-16,drift,hst,1,0.888
olafu,16146,1015156,8,0.002,19,False,400,256,0.651801,0.094962,0.107405,0.095885,6.798,0.99,2,0.094962,hst,6.069,6.864,0.884,6.864,1.0,4.864534386882603e-16,drift,hst,1,1.21
olafu,16146,1015156,8,0.002,20,False,400,256,0.752136,0.079236,0.11364,0.091805,8.193,0.863,12,0.079236,hst,6.619,9.492,0.697,9.492,1.0,8.4320949564375e-16,drift,hst,1,7.825
olafu,16146,1015156,8,0.002,21,False,400,256,0.806972,0.064992,0.083131,0.065307,12.357,0.995,1,0.064992,hst,9.707,12.416,0.782,12.416,1.0,5.998259265642777e-16,drift,hst,1,0.945
olafu,16146,1015156,8,0.01,17,False,400,256,0.746789,0.1021,0.118452,0.104752,7.129,0.975,2,0.1021,hst,6.305,7.314,0.862,7.314,1.0,5.582074938205133e-16,drift,hst,1,1.014
olafu,16146,1015156,8,0.01,18,False,400,256,0.633069,0.088174,0.104092,0.092821,6.82,0.95,2,0.088174,hst,6.082,7.18,0.847,7.18,1.0,6.4036469396236e-16,drift,hst,1,0.885
olafu,16146,1015156,8,0.01,19,False,400,256,0.639667,0.114891,0.130556,0.118581,5.394,0.969,2,0.114891,hst,4.9,5.568,0.88,5.568,1.0,4.864534386882603e-16,drift,hst,1,1.137
olafu,16146,1015156,8,0.01,20,False,400,256,0.750904,0.113974,0.131362,0.118839,6.319,0.959,2,0.113974,hst,5.716,6.588,0.868,6.588,1.0,8.4320949564375e-16,drift,hst,1,1.026
olafu,16146,1015156,8,0.01,21,False,400,256,0.8023,0.06744,0.097663,0.071384,11.239,0.945,7,0.06744,hst,8.215,11.897,0.691,11.897,1.0,5.998259265642777e-16,drift,hst,1,4.799
olafu,16146,1015156,8,0.05,17,False,400,256,0.798367,0.161193,0.178421,0.166636,4.791,0.967,2,0.161193,hst,4.475,4.953,0.903,4.953,1.0,5.582074938205133e-16,drift,hst,1,1.07
olafu,16146,1015156,8,0.05,18,False,400,256,0.660964,0.148901,0.170741,0.154839,4.269,0.962,7,0.148901,hst,3.871,4.439,0.872,4.439,1.0,6.4036469396236e-16,drift,hst,1,3.669
olafu,16146,1015156,8,0.05,19,False,400,256,0.749729,0.155175,0.173686,0.162094,4.625,0.957,2,0.155175,hst,4.317,4.831,0.893,4.831,1.0,4.864534386882603e-16,drift,hst,1,1.23
olafu,16146,1015156,8,0.05,20,False,400,256,0.779026,0.152018,0.169396,0.158692,4.909,0.958,2,0.152018,hst,4.599,5.125,0.897,5.125,1.0,8.4320949564375e-16,drift,hst,1,1.026
olafu,16146,1015156,8,0.05,21,False,400,256,0.789558,0.097235,0.118111,0.100477,7.858,0.968,2,0.097235,hst,6.685,8.12,0.823,8.12,1.0,5.998259265642777e-16,drift,hst,1,1.067
olafu,16146,1015156,8,0.25,17,False,400,256,0.835112,0.161899,0.178972,0.165543,5.045,0.978,2,0.161899,hst,4.666,5.158,0.905,5.158,1.0,5.582074938205133e-16,drift,hst,1,1.216
olafu,16146,1015156,8,0.25,18,False,400,256,0.835826,0.159739,0.178404,0.166604,5.017,0.959,2,0.159739,hst,4.685,5.232,0.895,5.232,1.0,6.4036469396236e-16,drift,hst,1,1.151
olafu,16146,1015156,8,0.25,19,False,400,256,0.838532,0.150672,0.168858,0.155093,5.407,0.971,2,0.150672,hst,4.966,5.565,0.892,5.565,1.0,4.864534386882603e-16,drift,hst,1,1.208
olafu,16146,1015156,8,0.25,20,False,400,256,0.813646,0.152884,0.173752,0.160037,5.084,0.955,2,0.152884,hst,4.683,5.322,0.88,5.322,1.0,8.4320949564375e-16,drift,hst,1,1.105
olafu,16146,1015156,8,0.25,21,False,400,256,0.844669,0.148565,0.171976,0.155346,5.437,0.956,2,0.148565,hst,4.912,5.686,0.864,5.686,1.0,5.998259265642777e-16,drift,hst,1,1.19
raefsky3,21200,1488768,8,0.0,17,False,400,256,0.029112,0.036841,0.030392,0.028282,1.029,1.029,0,0.029112,delta_baseline,0.958,1.0,0.958,1.0,1.265,4.21040283801125e-16,drift,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,18,False,400,256,0.028922,0.036625,0.030311,0.028217,1.025,1.025,0,0.028922,delta_baseline,0.954,1.0,0.954,1.0,1.266,3.542741100665178e-16,drift,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,19,False,400,256,0.029157,0.036176,0.031019,0.028859,1.01,1.01,0,0.029157,delta_baseline,0.94,1.0,0.94,1.0,1.241,2.936613481310225e-16,drift,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,20,False,400,256,0.028967,0.036272,0.030621,0.028525,1.015,1.015,0,0.028967,delta_baseline,0.946,1.0,0.946,1.0,1.252,4.654934124763125e-16,drift,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.0,21,False,400,256,0.029299,0.036817,0.031818,0.02966,0.988,0.988,,0.029299,delta_baseline,0.921,1.0,0.921,1.0,1.257,3.205001438329397e-16,drift,delta_baseline,0,0.0
raefsky3,21200,1488768,8,0.002,17,False,400,256,0.797695,0.064018,0.09192,0.064866,12.298,0.987,6,0.064018,hst,8.678,12.46,0.696,12.46,1.0,4.21040283801125e-16,drift,hst,1,4.724
raefsky3,21200,1488768,8,0.002,18,False,400,256,0.804361,0.064021,0.082807,0.066549,12.087,0.962,1,0.064021,hst,9.714,12.564,0.773,12.564,1.0,3.542741100665178e-16,drift,hst,1,1.098
raefsky3,21200,1488768,8,0.002,19,False,400,256,0.802275,0.066394,0.084855,0.068442,11.722,0.97,1,0.066394,hst,9.455,12.084,0.782,12.084,1.0,2.936613481310225e-16,drift,hst,1,1.089
raefsky3,21200,1488768,8,0.002,20,False,400,256,0.780787,0.063145,0.080946,0.064987,12.015,0.972,1,0.063145,hst,9.646,12.365,0.78,12.365,1.0,4.654934124763125e-16,drift,hst,1,0.946
raefsky3,21200,1488768,8,0.002,21,False,400,256,0.804352,0.069192,0.087855,0.07057,11.398,0.98,1,0.069192,hst,9.155,11.625,0.788,11.625,1.0,3.205001438329397e-16,drift,hst,1,0.973
raefsky3,21200,1488768,8,0.01,17,False,400,256,0.827796,0.080096,0.099185,0.082201,10.07,0.974,2,0.080096,hst,8.346,10.335,0.808,10.335,1.0,4.21040283801125e-16,drift,hst,1,1.151
raefsky3,21200,1488768,8,0.01,18,False,400,256,0.827742,0.087505,0.125215,0.090256,9.171,0.97,12,0.087505,hst,6.611,9.459,0.699,9.459,1.0,3.542741100665178e-16,drift,hst,1,8.547
raefsky3,21200,1488768,8,0.01,19,False,400,256,0.829292,0.089579,0.10819,0.093294,8.889,0.96,1,0.089579,hst,7.665,9.258,0.828,9.258,1.0,2.936613481310225e-16,drift,hst,1,1.02
raefsky3,21200,1488768,8,0.01,20,False,400,256,0.829419,0.090964,0.110903,0.095302,8.703,0.954,1,0.090964,hst,7.479,9.118,0.82,9.118,1.0,4.654934124763125e-16,drift,hst,1,1.09
raefsky3,21200,1488768,8,0.01,21,False,400,256,0.82801,0.083101,0.102247,0.086215,9.604,0.964,2,0.083101,hst,8.098,9.964,0.813,9.964,1.0,3.205001438329397e-16,drift,hst,1,1.121
raefsky3,21200,1488768,8,0.05,17,False,400,256,0.830431,0.12389,0.144237,0.12961,6.407,0.956,1,0.12389,hst,5.757,6.703,0.859,6.703,1.0,4.21040283801125e-16,drift,hst,1,1.013
raefsky3,21200,1488768,8,0.05,18,False,400,256,0.832044,0.130303,0.148653,0.135605,6.136,0.961,2,0.130303,hst,5.597,6.385,0.877,6.385,1.0,3.542741100665178e-16,drift,hst,1,1.16
raefsky3,21200,1488768,8,0.05,19,False,400,256,0.823666,0.129812,0.150596,0.137938,5.971,0.941,1,0.129812,hst,5.469,6.345,0.862,6.345,1.0,2.936613481310225e-16,drift,hst,1,0.973
raefsky3,21200,1488768,8,0.05,20,False,400,256,0.837043,0.132156,0.152491,0.140605,5.953,0.94,2,0.132156,hst,5.489,6.334,0.867,6.334,1.0,4.654934124763125e-16,drift,hst,1,1.147
raefsky3,21200,1488768,8,0.05,21,False,400,256,0.815811,0.119566,0.139619,0.124446,6.556,0.961,2,0.119566,hst,5.843,6.823,0.856,6.823,1.0,3.205001438329397e-16,drift,hst,1,1.115
raefsky3,21200,1488768,8,0.25,17,False,400,256,0.828613,0.148282,0.166779,0.151007,5.487,0.982,2,0.148282,hst,4.968,5.588,0.889,5.588,1.0,4.21040283801125e-16,drift,hst,1,1.277
raefsky3,21200,1488768,8,0.25,18,False,400,256,0.826353,0.146836,0.165925,0.151033,5.471,0.972,2,0.146836,hst,4.98,5.628,0.885,5.628,1.0,3.542741100665178e-16,drift,hst,1,1.166
raefsky3,21200,1488768,8,0.25,19,False,400,256,0.818549,0.142211,0.163198,0.146996,5.569,0.967,2,0.142211,hst,5.016,5.756,0.871,5.756,1.0,2.936613481310225e-16,drift,hst,1,1.215
raefsky3,21200,1488768,8,0.25,20,False,400,256,0.821793,0.145433,0.165744,0.150409,5.464,0.967,2,0.145433,hst,4.958,5.651,0.877,5.651,1.0,4.654934124763125e-16,drift,hst,1,1.181
raefsky3,21200,1488768,8,0.25,21,False,400,256,0.830423,0.144218,0.164289,0.148241,5.602,0.973,2,0.144218,hst,5.055,5.758,0.878,5.758,1.0,3.205001438329397e-16,drift,hst,1,1.203
wang3,26064,177168,8,0.0,17,False,400,256,0.008428,0.033792,0.010315,0.00992,0.85,0.85,,0.008428,delta_baseline,0.817,1.0,0.817,1.0,4.009,1.1305705384438466e-16,drift,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,18,False,400,256,0.008223,0.031002,0.010086,0.009665,0.851,0.851,,0.008223,delta_baseline,0.815,1.0,0.815,1.0,3.77,2.415345571415648e-16,drift,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,19,False,400,256,0.008348,0.029368,0.010155,0.009773,0.854,0.854,,0.008348,delta_baseline,0.822,1.0,0.822,1.0,3.518,1.1119305929315413e-16,drift,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,20,False,400,256,0.008439,0.031671,0.010042,0.009652,0.874,0.874,,0.008439,delta_baseline,0.84,1.0,0.84,1.0,3.753,2.3978588170819393e-16,drift,delta_baseline,0,0.0
wang3,26064,177168,8,0.0,21,False,400,256,0.008532,0.032767,0.010363,0.010004,0.853,0.853,,0.008532,delta_baseline,0.823,1.0,0.823,1.0,3.84,1.1305705384438466e-16,drift,delta_baseline,0,0.0
wang3,26064,177168,8,0.002,17,False,400,256,0.109161,0.074085,0.098968,0.079104,1.38,0.937,174,0.074085,hst,1.103,1.473,0.749,1.473,1.0,1.1305705384438466e-16,drift,hst,1,5.222
wang3,26064,177168,8,0.002,18,False,400,256,0.108839,0.063444,0.089353,0.069807,1.559,0.909,128,0.063444,hst,1.218,1.716,0.71,1.716,1.0,2.415345571415648e-16,drift,hst,1,5.0
wang3,26064,177168,8,0.002,19,False,400,256,0.106295,0.058834,0.082733,0.065498,1.623,0.898,102,0.058834,hst,1.285,1.807,0.711,1.807,1.0,1.1119305929315413e-16,drift,hst,1,4.161
wang3,26064,177168,8,0.002,20,False,400,256,0.107989,0.069898,0.095232,0.077999,1.385,0.896,146,0.069898,hst,1.134,1.545,0.734,1.545,1.0,2.3978588170819393e-16,drift,hst,1,4.388
wang3,26064,177168,8,0.002,21,False,400,256,0.108843,0.071618,0.096129,0.076012,1.432,0.942,157,0.071618,hst,1.132,1.52,0.745,1.52,1.0,1.1305705384438466e-16,drift,hst,1,5.148
wang3,26064,177168,8,0.01,17,False,400,256,0.112869,0.120487,0.153853,0.133502,0.845,0.845,,0.112869,delta_baseline,0.734,1.0,0.734,1.0,1.067,1.1305705384438466e-16,drift,hst,1,6.877
wang3,26064,177168,8,0.01,18,False,400,256,0.112052,0.108113,0.13531,0.118301,0.947,0.914,,0.108113,hst,0.828,1.036,0.799,1.036,1.0,2.415345571415648e-16,drift,hst,1,5.371
wang3,26064,177168,8,0.01,19,False,400,256,0.109647,0.098073,0.122868,0.105984,1.035,0.925,1428,0.098073,hst,0.892,1.118,0.798,1.118,1.0,1.1119305929315413e-16,drift,hst,1,5.23
wang3,26064,177168,8,0.01,20,False,400,256,0.111586,0.113364,0.140061,0.122187,0.913,0.913,,0.111586,delta_baseline,0.797,1.0,0.797,1.0,1.016,2.3978588170819393e-16,drift,hst,1,5.996
wang3,26064,177168,8,0.01,21,False,400,256,0.112159,0.110766,0.137088,0.119341,0.94,0.928,,0.110766,hst,0.818,1.013,0.808,1.013,1.0,1.1305705384438466e-16,drift,hst,1,5.859
wang3,26064,177168,8,0.05,17,False,400,256,0.1142,0.147994,0.143326,0.121421,0.941,0.941,,0.1142,delta_baseline,0.797,1.0,0.797,1.0,1.296,1.1305705384438466e-16,drift,delta_baseline,0,7.357
wang3,26064,177168,8,0.05,18,False,400,256,0.114373,0.148228,0.1422,0.120953,0.946,0.946,,0.114373,delta_baseline,0.804,1.0,0.804,1.0,1.296,2.415345571415648e-16,drift,delta_baseline,0,7.158
wang3,26064,177168,8,0.05,19,False,400,256,0.112579,0.151399,0.141036,0.119397,0.943,0.943,,0.112579,delta_baseline,0.798,1.0,0.798,1.0,1.345,1.1119305929315413e-16,drift,delta_baseline,0,7.197
wang3,26064,177168,8,0.05,20,False,400,256,0.112641,0.151044,0.142871,0.121293,0.929,0.929,,0.112641,delta_baseline,0.788,1.0,0.788,1.0,1.341,2.3978588170819393e-16,drift,delta_baseline,0,7.232
wang3,26064,177168,8,0.05,21,False,400,256,0.113411,0.155064,0.141261,0.119846,0.946,0.946,,0.113411,delta_baseline,0.803,1.0,0.803,1.0,1.367,1.1305705384438466e-16,drift,delta_baseline,0,7.205
wang3,26064,177168,8,0.25,17,False,400,256,0.112619,0.166719,0.142751,0.12001,0.938,0.938,,0.112619,delta_baseline,0.789,1.0,0.789,1.0,1.48,1.1305705384438466e-16,drift,delta_baseline,0,7.732
wang3,26064,177168,8,0.25,18,False,400,256,0.113575,0.16861,0.142138,0.119935,0.947,0.947,,0.113575,delta_baseline,0.799,1.0,0.799,1.0,1.485,2.415345571415648e-16,drift,delta_baseline,0,7.455
wang3,26064,177168,8,0.25,19,False,400,256,0.112796,0.167437,0.141062,0.119024,0.948,0.948,,0.112796,delta_baseline,0.8,1.0,0.8,1.0,1.484,1.1119305929315413e-16,drift,delta_baseline,0,7.402
wang3,26064,177168,8,0.25,20,False,400,256,0.112713,0.162805,0.141472,0.118982,0.947,0.947,,0.112713,delta_baseline,0.797,1.0,0.797,1.0,1.444,2.3978588170819393e-16,drift,delta_baseline,0,7.573
wang3,26064,177168,8,0.25,21,False,400,256,0.11348,0.16618,0.143347,0.119533,0.949,0.949,,0.11348,delta_baseline,0.792,1.0,0.792,1.0,1.464,1.1305705384438466e-16,drift,delta_baseline,0,8.022
epb2,25228,175027,8,0.0,17,False,400,256,0.011795,0.031075,0.013401,0.012733,0.926,0.926,,0.011795,delta_baseline,0.88,1.0,0.88,1.0,2.635,1.2653601002823704e-16,drift,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,18,False,400,256,0.008335,0.02186,0.010027,0.009629,0.866,0.866,,0.008335,delta_baseline,0.831,1.0,0.831,1.0,2.623,1.0817377525460358e-16,drift,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,19,False,400,256,0.008367,0.021331,0.009931,0.009574,0.874,0.874,,0.008367,delta_baseline,0.843,1.0,0.843,1.0,2.549,1.2261168325020086e-16,drift,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,20,False,400,256,0.00827,0.021729,0.009927,0.009572,0.864,0.864,,0.00827,delta_baseline,0.833,1.0,0.833,1.0,2.628,1.2651934239081537e-16,drift,delta_baseline,0,0.0
epb2,25228,175027,8,0.0,21,False,400,256,0.008642,0.0233,0.010213,0.009769,0.885,0.885,,0.008642,delta_baseline,0.846,1.0,0.846,1.0,2.696,1.711511604198709e-16,drift,delta_baseline,0,0.0
epb2,25228,175027,8,0.002,17,False,400,256,0.170187,0.066184,0.098893,0.071256,2.388,0.929,51,0.066184,hst,1.721,2.571,0.669,2.571,1.0,1.2653601002823704e-16,drift,hst,1,5.043
epb2,25228,175027,8,0.002,18,False,400,256,0.104893,0.033933,0.056803,0.037536,2.794,0.904,59,0.033933,hst,1.847,3.091,0.597,3.091,1.0,1.0817377525460358e-16,drift,hst,1,3.952
epb2,25228,175027,8,0.002,19,False,400,256,0.105878,0.035618,0.049332,0.046869,2.259,0.76,56,0.035618,hst,2.146,2.973,0.722,2.973,1.0,1.2261168325020086e-16,drift,hst,1,3.319
epb2,25228,175027,8,0.002,20,False,400,256,0.100251,0.034057,0.045711,0.037193,2.695,0.916,26,0.034057,hst,2.193,2.944,0.745,2.944,1.0,1.2651934239081537e-16,drift,hst,1,1.647
epb2,25228,175027,8,0.002,21,False,400,256,0.120198,0.040896,0.064704,0.044598,2.695,0.917,60,0.040896,hst,1.858,2.939,0.632,2.939,1.0,1.711511604198709e-16,drift,hst,1,4.548
epb2,25228,175027,8,0.01,17,False,400,256,0.150116,0.097256,0.13187,0.10515,1.428,0.925,135,0.097256,hst,1.138,1.544,0.738,1.544,1.0,1.2653601002823704e-16,drift,hst,1,6.092
epb2,25228,175027,8,0.01,18,False,400,256,0.108347,0.058008,0.086926,0.069237,1.565,0.838,183,0.058008,hst,1.246,1.868,0.667,1.868,1.0,1.0817377525460358e-16,drift,hst,1,7.142
epb2,25228,175027,8,0.01,19,False,400,256,0.114299,0.055112,0.079308,0.061907,1.846,0.89,79,0.055112,hst,1.441,2.074,0.695,2.074,1.0,1.2261168325020086e-16,drift,hst,1,4.127
epb2,25228,175027,8,0.01,20,False,400,256,0.109288,0.0593,0.08333,0.065872,1.659,0.9,103,0.0593,hst,1.312,1.843,0.712,1.843,1.0,1.2651934239081537e-16,drift,hst,1,4.488
epb2,25228,175027,8,0.01,21,False,400,256,0.125163,0.0564,0.080684,0.061352,2.04,0.919,71,0.0564,hst,1.551,2.219,0.699,2.219,1.0,1.711511604198709e-16,drift,hst,1,4.545
epb2,25228,175027,8,0.05,17,False,400,256,0.158281,0.136773,0.16944,0.144891,1.092,0.944,515,0.136773,hst,0.934,1.157,0.807,1.157,1.0,1.2653601002823704e-16,drift,hst,1,6.896
epb2,25228,175027,8,0.05,18,False,400,256,0.121813,0.12127,0.147876,0.131873,0.924,0.92,,0.12127,hst,0.824,1.004,0.82,1.004,1.0,1.0817377525460358e-16,drift,hst,1,5.523
epb2,25228,175027,8,0.05,19,False,400,256,0.13476,0.124588,0.151022,0.133585,1.009,0.933,5170,0.124588,hst,0.892,1.082,0.825,1.082,1.0,1.2261168325020086e-16,drift,hst,1,6.072
epb2,25228,175027,8,0.05,20,False,400,256,0.116571,0.115596,0.141457,0.124498,0.936,0.928,,0.115596,hst,0.824,1.008,0.817,1.008,1.0,1.2651934239081537e-16,drift,hst,1,5.589
epb2,25228,175027,8,0.05,21,False,400,256,0.126228,0.125571,0.153333,0.134959,0.935,0.93,,0.125571,hst,0.823,1.005,0.819,1.005,1.0,1.711511604198709e-16,drift,hst,1,5.905
epb2,25228,175027,8,0.25,17,False,400,256,0.16131,0.141725,0.174861,0.150159,1.074,0.944,666,0.141725,hst,0.923,1.138,0.81,1.138,1.0,1.2653601002823704e-16,drift,hst,1,7.428
epb2,25228,175027,8,0.25,18,False,400,256,0.149622,0.140395,0.168133,0.150276,0.996,0.934,,0.140395,hst,0.89,1.066,0.835,1.066,1.0,1.0817377525460358e-16,drift,hst,1,6.679
epb2,25228,175027,8,0.25,19,False,400,256,0.160564,0.14101,0.170161,0.150712,1.065,0.936,697,0.14101,hst,0.944,1.139,0.829,1.139,1.0,1.2261168325020086e-16,drift,hst,1,6.87
epb2,25228,175027,8,0.25,20,False,400,256,0.149746,0.140452,0.169868,0.149559,1.001,0.939,37960,0.140452,hst,0.882,1.066,0.827,1.066,1.0,1.2651934239081537e-16,drift,hst,1,7.074
epb2,25228,175027,8,0.25,21,False,400,256,0.143268,0.139971,0.167909,0.146444,0.978,0.956,,0.139971,hst,0.853,1.024,0.834,1.024,1.0,1.711511604198709e-16,drift,hst,1,7.168
TSOPF_RS_b39_c30,60098,1079986,8,0.0,17,False,400,256,0.400012,0.445917,0.397008,0.360313,1.11,1.11,0,0.400012,delta_baseline,1.008,1.0,1.008,1.0,1.115,1.3924108160288588e-16,jump,delta_baseline,0,0.0
TSOPF_RS_b39_c30,60098,1079986,8,0.0,18,False,400,256,0.394832,0.436649,0.389131,0.353035,1.118,1.118,0,0.394832,delta_baseline,1.015,1.0,1.015,1.0,1.106,1.3924108160288588e-16,jump,delta_baseline,0,0.0
TSOPF_RS_b39_c30,60098,1079986,8,0.0,19,False,400,256,0.392186,0.4373,0.391769,0.356051,1.101,1.101,0,0.392186,delta_baseline,1.001,1.0,1.001,1.0,1.115,1.3924108160288588e-16,jump,delta_baseline,0,0.0
TSOPF_RS_b39_c30,60098,1079986,8,0.0,20,False,400,256,0.391428,0.436821,0.391145,0.355094,1.102,1.102,0,0.391428,delta_baseline,1.001,1.0,1.001,1.0,1.116,1.3924108160288588e-16,jump,delta_baseline,0,0.0
TSOPF_RS_b39_c30,60098,1079986,8,0.0,21,False,400,138,0.391372,0.430997,0.39223,0.354978,1.103,1.103,0,0.391372,delta_baseline,0.998,1.0,0.998,1.0,1.101,1.3924108160288588e-16,jump,delta_baseline,0,0.0
TSOPF_RS_b39_c30,60098,1079986,8,0.002,17,False,400,256,7.361837,0.684899,0.95011,0.67467,10.912,1.015,1,0.684899,hst,7.748,10.749,0.721,10.749,1.0,1.3924108160288588e-16,jump,hst,1,9.064
TSOPF_RS_b39_c30,60098,1079986,8,0.002,18,False,400,256,10.276854,0.662074,0.935554,0.668039,15.384,0.991,1,0.662074,hst,10.985,15.522,0.708,15.522,1.0,1.3924108160288588e-16,jump,hst,1,8.899
TSOPF_RS_b39_c30,60098,1079986,8,0.002,19,False,400,256,8.909077,0.665681,0.924549,0.667834,13.34,0.997,1,0.665681,hst,9.636,13.383,0.72,13.383,1.0,1.3924108160288588e-16,jump,hst,1,8.747
TSOPF_RS_b39_c30,60098,1079986,8,0.002,20,False,400,256,8.387578,0.668801,0.945946,0.676137,12.405,0.989,1,0.668801,hst,8.867,12.541,0.707,12.541,1.0,1.3924108160288588e-16,jump,hst,1,8.815
TSOPF_RS_b39_c30,60098,1079986,8,0.002,21,False,400,138,0.383046,0.43192,0.38493,0.348861,1.098,1.098,0,0.383046,delta_baseline,0.995,1.0,0.995,1.0,1.128,1.3924108160288588e-16,jump,delta_baseline,0,0.0
TSOPF_RS_b39_c30,60098,1079986,8,0.01,17,False,400,256,2.890279,0.512813,0.757825,0.500328,5.777,1.025,4,0.512813,hst,3.814,5.636,0.677,5.636,1.0,1.3924108160288588e-16,jump,hst,1,8.529
TSOPF_RS_b39_c30,60098,1079986,8,0.01,18,False,400,256,3.871163,0.577669,0.850035,0.569171,6.801,1.015,3,0.577669,hst,4.554,6.701,0.68,6.701,1.0,1.3924108160288588e-16,jump,hst,1,8.999
TSOPF_RS_b39_c30,60098,1079986,8,0.01,19,False,400,256,3.436573,0.552061,0.801599,0.523749,6.561,1.054,3,0.552061,hst,4.287,6.225,0.689,6.225,1.0,1.3924108160288588e-16,jump,hst,1,8.699
TSOPF_RS_b39_c30,60098,1079986,8,0.01,20,False,400,256,2.060702,0.478287,0.749889,0.46617,4.42,1.026,6,0.478287,hst,2.748,4.309,0.638,4.309,1.0,1.3924108160288588e-16,jump,hst,1,8.874
TSOPF_RS_b39_c30,60098,1079986,8,0.01,21,False,400,138,5.085607,0.559852,0.828911,0.560515,9.073,0.999,2,0.559852,hst,6.135,9.084,0.675,9.084,1.0,1.3924108160288588e-16,jump,hst,1,8.577
TSOPF_RS_b39_c30,60098,1079986,8,0.05,17,False,400,256,0.904602,0.412888,0.630413,0.375233,2.411,1.1,16,0.412888,hst,1.435,2.191,0.655,2.191,1.0,1.3924108160288588e-16,jump,hst,1,8.454
TSOPF_RS_b39_c30,60098,1079986,8,0.05,18,False,400,256,0.71141,0.392369,0.595375,0.356657,1.995,1.1,22,0.392369,hst,1.195,1.813,0.659,1.813,1.0,1.3924108160288588e-16,jump,hst,1,7.808
TSOPF_RS_b39_c30,60098,1079986,8,0.05,19,False,400,256,0.728469,0.389933,0.617987,0.357438,2.038,1.091,23,0.389933,hst,1.179,1.868,0.631,1.868,1.0,1.3924108160288588e-16,jump,hst,1,8.398
TSOPF_RS_b39_c30,60098,1079986,8,0.05,20,False,400,256,1.23074,0.418824,0.690581,0.397469,3.096,1.054,11,0.418824,hst,1.782,2.939,0.606,2.939,1.0,1.3924108160288588e-16,jump,hst,1,9.316
